"insee","id_sdis","id_gestion","ref_terr","type_pei","diam_pei","diam_cana","date_mes","situation","press_stat","press_dyn","debit","date_ct","deci","prec","x","y","lon","lat"
"73010",NULL,"GRAND ANNECY","MARCELLAZ","PI",NULL,NULL,NULL," ",NULL,NULL,NULL,NULL,"OUI","05",930979.3,6526051.95,5.97412,45.79494
"74002","65927","GRAND ANNECY","AC01","PI",100,"100",NULL," ",4.8,2.3,60,"2024-07-22","OUI","01",934587.83,6528837.19,6.02191,45.81877
"74002","80371","GRAND ANNECY","AC02","PI",100,"100",NULL,"RUE DU PONT NEUF",5.1,2.6,60,"2024-07-22","OUI","01",934722.77,6528845.88,6.02366,45.8188
"74002","65042","GRAND ANNECY","AC03","PI",100,NULL,NULL,"RUE DU PONT NEUF",4.1,1.2,60,"2024-06-20","OUI","05",934739.25,6528879.72,6.02388,45.8191
"74002","82891","GRAND ANNECY","AC04","PI",100,NULL,NULL,"RUE DU PONT NEUF",5.1,2.8,60,"2024-06-20","OUI","01",934625.4,6528931.05,6.02244,45.8196
"74002","81071","GRAND ANNECY","AC05","PI",100,"150",NULL," ",4.6,2.1,60,"2024-07-22","OUI","05",934400.0,6528850.78,6.0195,45.81895
"74002","65928","GRAND ANNECY","AC06","PI",100,"100",NULL," ",9,1,54,"2024-06-18","OUI","01",934639.25,6528682.07,6.0225,45.81735
"74002","6281451","GRAND ANNECY","AC10","PI",100,"60",NULL," ",5.5,1,24,"2024-06-20","OUI","05",934726.43,6528745.27,6.02365,45.81789
"74002","6281448","GRAND ANNECY","AC100","PI",100,"100",NULL," ",4.6,2.9,60,"2024-06-19","OUI","01",934120.09,6527386.85,6.01518,45.80588
"74002","6281486","GRAND ANNECY","AC101","PI",100,"100",NULL," ",5.4,4.3,60,"2024-06-19","OUI","05",933536.18,6528114.09,6.00803,45.81262
"74002","6281464","GRAND ANNECY","AC102","PI",100,NULL,NULL," ",4.5,3.3,60,"2024-06-19","OUI","01",933164.63,6528759.23,6.00356,45.81855
"74002","6281488","GRAND ANNECY","AC103","PI",100,"100",NULL,"ROUTE DES MOLASSES",3.7,1,25,"2024-06-19","OUI","01",934031.5,6527747.79,6.01422,45.80915
"74002","80230","GRAND ANNECY","AC11","PI",100,"60",NULL," ",7,1,40,"2024-06-18","OUI","05",934790.76,6528428.14,6.02432,45.81502
"74002","65057","GRAND ANNECY","AC12","PI",100,NULL,NULL," ",3.5,1,36,"2024-06-20","OUI","05",934910.12,6528395.8,6.02584,45.81468
"74002","83279","GRAND ANNECY","AC13","PI",100,NULL,NULL," ",7.1,1,37,"2024-06-18","OUI","05",934755.36,6528600.94,6.02395,45.81658
"74002","80229","GRAND ANNECY","AC14","PI",100,"100",NULL," ",5.4,2.4,60,"2024-06-20","OUI","05",934897.64,6528975.53,6.02597,45.8199
"74002","64665","GRAND ANNECY","AC15","PI",100,"100",NULL," ",4.4,1.4,60,"2024-06-20","OUI","05",934707.26,6529079.86,6.02357,45.82091
"74002","76036","GRAND ANNECY","AC16","PI",65,NULL,NULL," ",3.2,1,16,"2022-04-28","OUI","05",934517.3,6529009.49,6.02109,45.82034
"74002","64211","GRAND ANNECY","AC17","PI",100,"150",NULL,"ROUTE DU VIEUX BOURG",4.2,1.3,60,"2024-06-19","OUI","05",934471.26,6528597.65,6.0203,45.81665
"74002","64213","GRAND ANNECY","AC18","PI",100,"150",NULL," ",4.1,1.2,60,"2024-07-22","OUI","05",934541.91,6528466.22,6.02114,45.81544
"74002","64023","GRAND ANNECY","AC19","PI",100,"100",NULL,"ALLEE DE LA CHAPELLE",3.6,2.9,60,"2024-06-19","OUI","01",934339.48,6528564.5,6.01858,45.8164
"74002","64212","GRAND ANNECY","AC20","PI",100,"100",NULL,"ROUTE DE CHAMP BUISSON",3,2,60,"2024-06-19","OUI","01",934278.49,6528522.76,6.01778,45.81604
"74002","65203","GRAND ANNECY","AC21","PI",65,"100",NULL,"ROUTE DE CHAMP BUISSON",6.3,2.9,60,"2024-06-19","OUI","05",934354.38,6528275.57,6.01863,45.81379
"74002","6281750","GRAND ANNECY","AC23","PI",100,"100",NULL,"CHEMIN DU PESSAY",5,1,57,"2024-06-19","OUI","05",934334.7,6527972.12,6.01823,45.81107
"74002","65202","GRAND ANNECY","AC24","PI",100,"100",NULL,"ROUTE DE SAINT MAURICE",5.2,1.9,60,"2024-06-19","OUI","05",934116.46,6528184.92,6.01553,45.81306
"74002","65198","GRAND ANNECY","AC25","PI",100,NULL,NULL," ",4.3,1,40,"2022-04-28","OUI","05",933966.81,6528118.39,6.01357,45.81251
"74002","80372","GRAND ANNECY","AC26","PI",100,NULL,NULL," ",4.1,1,46,"2024-06-19","OUI","01",933993.76,6528027.89,6.01387,45.81169
"74002","80250","GRAND ANNECY","AC27","PI",65,NULL,NULL," ",4.2,1,35,"2024-06-19","OUI","01",934009.5,6528050.7,6.01409,45.81189
"74002","65199","GRAND ANNECY","AC28","PI",65,NULL,NULL,"ROUTE DES MOLASSES",3.2,1,21,"2024-06-19","OUI","01",934039.58,6527677.56,6.01429,45.80852
"74002","65200","GRAND ANNECY","AC29","PI",100,"100",NULL," ",2.8,1,20,"2024-06-19","OUI","01",934140.9,6527693.02,6.0156,45.80862
"74002","65201","GRAND ANNECY","AC30","PI",100,"100",NULL," ",5,3.9,60,"2024-06-19","OUI","01",933971.87,6527387.27,6.01328,45.80593
"74002","81969","GRAND ANNECY","AC34","PI",100,"100",NULL,"ROUTE DE MASIGNY",5.8,3,60,"2024-06-19","OUI","05",933894.38,6528370.58,6.01276,45.81481
"74002","62894","GRAND ANNECY","AC35","PI",100,NULL,NULL," ",6.4,1.2,60,"2024-06-20","OUI","05",933995.85,6528542.4,6.01415,45.81632
"74002","65196","GRAND ANNECY","AC36","PI",100,NULL,NULL," ",5.3,3,60,"2024-06-19","OUI","05",933764.28,6528282.68,6.01104,45.81406
"74002","75373","GRAND ANNECY","AC37","PI",100,NULL,NULL," ",4.6,4,60,"2024-06-19","OUI","01",933588.86,6528076.33,6.00869,45.81226
"74002","65190","GRAND ANNECY","AC39","PI",100,"100",NULL," ",6.1,5.1,60,"2024-06-19","OUI","01",933333.81,6528145.35,6.00544,45.81297
"74002","65192","GRAND ANNECY","AC40","PI",100,"100",NULL," ",4.5,1.1,60,"2024-06-19","OUI","01",933260.48,6527924.68,6.00439,45.81101
"74002","65191","GRAND ANNECY","AC41","PI",100,NULL,NULL," ",4.7,2.7,60,"2024-06-19","OUI","01",933243.95,6528081.79,6.00425,45.81243
"74002","65133","GRAND ANNECY","AC42","PI",65,NULL,NULL," ",6,1,40,"2024-06-19","OUI","01",933130.48,6528094.0,6.0028,45.81258
"74002","80249","GRAND ANNECY","AC43","PI",65,NULL,NULL," ",6.5,1,30,"2024-06-19","OUI","05",933508.99,6527925.17,6.00758,45.81093
"74002","65195","GRAND ANNECY","AC44","PI",65,"100","2014-01-01"," ",3.7,1,45,"2024-06-19","OUI","01",933377.3,6527661.79,6.00576,45.80861
"74002","6281463","GRAND ANNECY","AC46","PI",65,"100","2014-01-01"," ",3.6,1,40,"2024-06-19","OUI","05",933290.49,6527640.43,6.00463,45.80844
"74002","65129","GRAND ANNECY","AC48","PI",100,"125","2022-06-01","ROUTE DE CHAINAZ",5.3,1,51,"2024-06-19","OUI","01",932772.63,6527549.01,5.99792,45.8078
"74002","65130","GRAND ANNECY","AC49","PI",100,NULL,NULL,"ROUTE DE CHAINAZ",3.6,1,45,"2022-05-03","OUI","01",932644.4,6527372.59,5.99619,45.80625
"74002","6281465","GRAND ANNECY","AC50","PI",100,"100",NULL," ",3.4,2.3,60,"2024-06-20","OUI","01",933420.2,6528427.26,6.00669,45.81548
"74002","64459","GRAND ANNECY","AC50BIS","PI",100,"100",NULL," ",7.3,1,44,"2024-06-20","OUI","01",932597.25,6528299.59,5.99603,45.81461
"74002","83434","GRAND ANNECY","AC51","PI",100,"100",NULL," ",3.1,2.6,60,"2024-06-19","OUI","01",933345.13,6528352.03,6.00568,45.81483
"74002",NULL,"GRAND ANNECY","AC51BIS","PI",100,"125","2024-03-12","ROUTE DES PRES CHARDON",2.3,1.4,60,"2024-06-19","OUI","01",933508.58,6528346.42,6.00778,45.81472
"74002","65132","GRAND ANNECY","AC52","PI",100,NULL,NULL," ",3.1,2.2,60,"2024-06-19","OUI","01",933367.74,6528284.15,6.00594,45.81421
"74002","74573","GRAND ANNECY","AC52BIS","PI",65,NULL,NULL," ",7.3,1,10,"2024-06-20","OUI","01",932681.69,6528387.88,5.99716,45.81538
"74002","65131","GRAND ANNECY","AC53","PI",100,NULL,NULL," ",3.2,2,60,"2024-06-19","OUI","05",933109.72,6528342.48,6.00265,45.81482
"74002","64673","GRAND ANNECY","AC54","PI",100,"100","2020-06-15"," ",3.3,3.2,60,"2024-06-19","OUI","01",933175.9,6528477.7,6.00357,45.81602
"74002","6283018","GRAND ANNECY","AC54BIS","PI",150,"180","2023-06-01",NULL,11,9.2,120,"2024-06-19","OUI","01",933196.64,6528403.71,6.0038,45.81534
"74002","64671","GRAND ANNECY","AC55","PI",100,NULL,NULL," ",4.3,3.8,60,"2024-06-19","OUI","01",933128.61,6528620.14,6.00303,45.81731
"74002","64672","GRAND ANNECY","AC56","PI",100,"100",NULL," ",3.7,2.8,60,"2024-06-19","OUI","01",933234.0,6528676.89,6.00441,45.81779
"74002","64670","GRAND ANNECY","AC57","PI",100,"100",NULL," ",5,1,60,"2020-06-05","OUI","05",933109.27,6528773.97,6.00286,45.81871
"74002","65206","GRAND ANNECY","AC58","PI",100,NULL,"2023-01-17"," ",5.3,3.8,60,"2024-06-19","OUI","01",932972.47,6528963.0,6.00119,45.82045
"74002","65051","GRAND ANNECY","AC59","PI",100,"200",NULL," ",4,3.5,60,"2022-04-28","OUI","01",933054.74,6528880.38,6.00221,45.81968
"74002","75234","GRAND ANNECY","AC60","PI",100,"100",NULL," ",5.4,4.7,60,"2024-06-19","OUI","05",932909.14,6528905.62,6.00034,45.81996
"74002","75233","GRAND ANNECY","AC61","PI",100,NULL,NULL," ",5.5,5,60,"2024-06-19","OUI","01",932779.53,6528803.15,5.99863,45.81908
"74002","76282","GRAND ANNECY","AC63","PI",100,"100",NULL," ",5.5,5.1,60,"2024-06-19","OUI","01",932632.98,6528726.92,5.9967,45.81844
"74002","79748","GRAND ANNECY","AC64","PI",100,"100",NULL,"ALLEE DE MARIGNY",4.7,3.2,60,"2024-06-19","OUI","01",932824.05,6528640.69,5.99912,45.8176
"74002","65205","GRAND ANNECY","AC65","PI",100,NULL,NULL," ",5.1,4.2,60,"2024-06-19","OUI","05",932934.88,6528768.07,6.00061,45.81871
"74002","65050","GRAND ANNECY","AC66","PI",100,"100",NULL,"RUE DU NANT BORE",5.3,4.4,60,"2024-06-19","OUI","01",932892.54,6528804.88,6.00008,45.81906
"74002","64676","GRAND ANNECY","AC67","PI",65,"80",NULL," ",2.4,1,27,"2024-06-20","OUI","01",933441.63,6528737.36,6.00711,45.81826
"74002","80622","GRAND ANNECY","AC68","PI",100,"100","2013-01-01","ROUTE D AIX LES BAINS",10.4,9,60,"2024-06-20","OUI","05",933530.6,6528941.04,6.00836,45.82006
"74002",NULL,"GRAND ANNECY","AC69","PI",100,"125","2022-10-01","ROUTE DE CHEDE",7.9,5.2,60,"2024-06-20","OUI","01",933761.7,6529171.67,6.01145,45.82206
"74002","76035","GRAND ANNECY","AC71","PI",65,"100",NULL," ",3.1,2.5,60,"2024-06-20","OUI","05",933476.61,6529118.08,6.00775,45.82168
"74002","64677","GRAND ANNECY","AC72","PI",100,"100","2013-01-01"," ",3.3,2.1,60,"2024-06-20","OUI","05",933419.09,6529159.76,6.00703,45.82207
"74002","6283019","GRAND ANNECY","AC72BIS","PI",100,"125","2023-05-02",NULL,4.2,1.9,60,"2024-06-20","OUI","01",933307.66,6529171.58,6.0056,45.82222
"74002","76034","GRAND ANNECY","AC73","PI",100,"80",NULL," ",3.2,3,60,"2024-06-20","OUI","01",933417.59,6529032.37,6.00695,45.82092
"74002","64675","GRAND ANNECY","AC74","PI",100,"100",NULL," ",3.2,3.1,60,"2024-06-20","OUI","01",933276.51,6528983.31,6.00511,45.82053
"74002",NULL,"GRAND ANNECY","AC75","PI",100,"100","2019-04-25"," ",3.5,2.6,60,"2024-06-20","OUI","01",933293.45,6529085.53,6.00538,45.82145
"74002",NULL,"GRAND ANNECY","AC76","PI",NULL,"100","2022-01-17","ROUTE DES ASNIERES",4.2,1,40,"2024-06-20","OUI","01",933742.49,6528862.15,6.01105,45.81928
"74002","6281490","GRAND ANNECY","AC77","PI",100,"100",NULL,"ROUTE DES CHAVONNETS",3.3,1,10,"2024-06-20","OUI","01",934032.11,6528829.57,6.01476,45.81889
"74002","80210","GRAND ANNECY","AC78","PI",100,"100",NULL," ",2.4,1,12,"2024-06-20","OUI","01",933870.11,6528684.74,6.0126,45.81764
"74002","65045","GRAND ANNECY","AC79","PI",100,"125","2021-05-01","CHEMIN DE CRET VIAL",6.1,2.3,60,"2024-06-20","OUI","01",935400.83,6528964.55,6.03244,45.81963
"74002","6281721","GRAND ANNECY","AC79BIS","PI",100,"125","2019-02-01","CHEMIN DE CRET VIAL",5.4,2.2,60,"2024-06-20","OUI","01",935439.01,6528883.0,6.03289,45.81888
"74002","82828","GRAND ANNECY","AC80","PI",100,"125","2021-05-01","CHEMIN DE CRET VIAL",4.5,1,60,"2024-06-20","OUI","01",935519.31,6528743.27,6.03386,45.8176
"74002","65048","GRAND ANNECY","AC81","PI",65,"80",NULL," ",4.4,1,27,"2024-07-22","OUI","05",935910.24,6529439.21,6.03923,45.82373
"74002","6281452","GRAND ANNECY","AC83","PI",NULL,NULL,NULL," ",NULL,NULL,NULL,NULL,"OUI","05",935596.1,6529156.26,6.03505,45.82129
"74002","83433","GRAND ANNECY","AC84","PI",65,NULL,NULL," ",6.1,1,48,"2024-06-20","OUI","05",935508.76,6529085.86,6.03389,45.82069
"74002","79468","GRAND ANNECY","AC86","PI",100,"125","2019-09-01","ROUTE DES BOIS VIAL",5.8,1.2,60,"2024-06-20","OUI","01",935263.08,6529105.84,6.03074,45.82095
"74002","64982","GRAND ANNECY","AC87","PI",100,"125","2019-09-01","ROUTE DES BOIS VIAL",5.6,1,58,"2024-07-22","OUI","01",935129.49,6529221.45,6.02907,45.82204
"74002",NULL,"GRAND ANNECY","AC87BIS","PI",100,"125","2024-09-01","ROUTE DE BOIS VIAL",NULL,NULL,NULL,NULL,"OUI","01",934844.54,6529321.98,6.02546,45.82304
"74002","65929","GRAND ANNECY","AC88","PI",100,"125","2021-07-01","ROUTE DE BOIS VIAL",5,1,49,"2024-07-22","OUI","10",934723.35,6529437.46,6.02395,45.82412
"74002","65117","GRAND ANNECY","AC89","PI",100,"100","2023-01-23","ALLEE DES SABLES",6.8,2,60,"2024-06-20","OUI","01",935298.68,6528060.77,6.03068,45.81153
"74002","65049","GRAND ANNECY","AC90","PI",100,"100",NULL,"ROUTE DE JOUVENOD",5,2.4,60,"2024-06-20","OUI","05",935245.76,6528583.27,6.03026,45.81625
"74002","65058","GRAND ANNECY","AC91","PI",100,"100",NULL," ",4.7,1,60,"2024-06-20","OUI","05",935070.56,6528367.55,6.02789,45.81437
"74002","76037","GRAND ANNECY","AC92","PI",100,NULL,NULL," ",5,1,47,"2024-06-20","OUI","01",935064.66,6528444.19,6.02786,45.81507
"74002","82162","GRAND ANNECY","AC93","PI",100,NULL,NULL," ",5,1,48,"2024-06-20","OUI","01",935035.52,6528461.35,6.02749,45.81523
"74002","6281495","GRAND ANNECY","AC94","PI",100,"100",NULL," ",4.6,3,60,"2024-07-22","OUI","05",934508.58,6528649.05,6.0208,45.8171
"74002","64210","GRAND ANNECY","AC95","PI",65,"60",NULL," ",7.8,1,24,"2024-07-22","OUI","05",934299.57,6528888.29,6.01823,45.81933
"74002","6281461","GRAND ANNECY","AC96","PI",100,"100",NULL," ",4.7,3.5,60,"2024-07-22","OUI","05",934435.97,6528707.94,6.0199,45.81766
"74002","6281458","GRAND ANNECY","AC97","PI",100,"100",NULL," ",5.7,1,47,"2024-06-20","OUI","01",934977.41,6528581.96,6.0268,45.81634
"74002","6281470","GRAND ANNECY","AC98","PI",100,"100","2013-01-01"," ",3.1,2.5,60,"2024-06-20","OUI","05",933518.81,6529085.59,6.00828,45.82137
"74002","6281472","GRAND ANNECY","AC99","PI",100,NULL,NULL," ",2.9,1.3,60,"2024-06-20","OUI","01",933672.3,6529033.27,6.01023,45.82085
"74004","6281496","GRAND ANNECY","AL01BIS","PI",100,"60",NULL," ",2.1,1,18,"2024-06-18","OUI","05",938200.28,6522604.62,6.06529,45.76143
"74004","64827","GRAND ANNECY","AL03","PI",100,"125",NULL," ",2.3,1.9,60,"2024-06-18","OUI","05",938216.27,6522566.5,6.06547,45.76108
"74004","64829","GRAND ANNECY","AL05","PI",100,"100",NULL," ",6,1.9,60,"2024-06-18","OUI","05",938457.92,6522277.56,6.06844,45.7584
"74004","83556","GRAND ANNECY","AL05BIS","PI",100,"100",NULL," ",3,0,0,"2024-06-18","OUI","01",938484.44,6522860.94,6.06907,45.76364
"74004","64830","GRAND ANNECY","AL06","PI",65,"100",NULL," ",7.3,1,42,"2024-06-18","OUI","05",938335.41,6522306.68,6.06688,45.7587
"74004","78565","GRAND ANNECY","AL07","PI",100,"100",NULL,"CHEMIN DE LA CHARBONNIERE",4.3,3.4,60,"2024-06-18","OUI","01",939508.71,6521676.28,6.08164,45.75262
"74004","81458","GRAND ANNECY","AL08","PI",65,"100",NULL," ",5.5,2.7,60,"2024-06-18","OUI","05",939276.23,6521637.14,6.07863,45.75235
"74004","88097","GRAND ANNECY","AL09BIS","BI",100,"80",NULL," ",7,1.5,60,"2024-06-18","OUI","05",939524.03,6521521.64,6.08176,45.75122
"74004","64888","GRAND ANNECY","AL10","PI",100,"100",NULL," ",6.7,3.5,60,"2024-06-18","OUI","05",939168.78,6521592.66,6.07723,45.75199
"74004","64893","GRAND ANNECY","AL11","PI",100,"125","2018-03-12","ROUTE DE BANGES",6.9,4,60,"2024-06-18","OUI","05",939392.13,6521530.09,6.08007,45.75134
"74004","64890","GRAND ANNECY","AL12","PI",65,"100",NULL," ",6.8,4,60,"2024-06-18","OUI","05",939273.17,6521580.3,6.07857,45.75184
"74004","64891","GRAND ANNECY","AL13","PI",100,"100","2024-09-04","ROUTE DE LA GODETTE",6.2,5.1,60,"2024-09-30","OUI","01",939340.14,6521606.18,6.07944,45.75205
"74004","64892","GRAND ANNECY","AL14","PI",65,"100",NULL," ",4.4,3.3,60,"2024-06-18","OUI","05",939380.95,6521666.75,6.08,45.75258
"74004","80211","GRAND ANNECY","AL17","PI",65,"100",NULL,"CHEMIN DE LA CHARBONNIERE",3.4,2.8,60,"2024-06-18","OUI","01",939509.93,6521733.64,6.08169,45.75313
"74004","64894","GRAND ANNECY","AL19","PI",65,"100",NULL," ",7.6,4.1,60,"2024-06-18","OUI","01",939504.75,6521478.24,6.08149,45.75084
"74004","64895","GRAND ANNECY","AL20","PI",100,"80",NULL," ",6.6,1,43,"2024-06-18","OUI","01",939629.7,6521512.47,6.08312,45.7511
"74004","79805","GRAND ANNECY","AL21","PI",65,"100",NULL," ",9.7,4.5,60,"2024-06-18","OUI","05",939883.93,6521298.46,6.08628,45.74909
"74004","64887","GRAND ANNECY","AL22","PI",65,"60",NULL," ",7.9,2.8,60,"2024-06-18","OUI","05",939563.85,6521455.26,6.08224,45.75061
"74004","81455","GRAND ANNECY","AL23","PI",100,"60",NULL," ",8.6,4.2,60,"2024-06-18","OUI","05",939703.98,6521413.51,6.08402,45.75019
"74004","64885","GRAND ANNECY","AL24","PI",100,"100","2024-09-04","ROUTE DE LA GODETTE",6.1,5.1,60,"2024-09-30","OUI","01",939429.22,6521598.85,6.08058,45.75195
"74004","78580","GRAND ANNECY","AL25","PI",100,"100",NULL," ",4.5,1.9,60,"2024-06-18","OUI","05",938375.69,6522519.87,6.0675,45.76061
"74004","78581","GRAND ANNECY","AL26","PI",100,"100",NULL," ",6.2,3,60,"2024-06-18","OUI","05",938368.88,6522422.86,6.06736,45.75974
"74004","80242","GRAND ANNECY","AL27","PI",100,"100","2010-01-01"," ",5.2,4.3,60,"2024-06-18","OUI","05",939504.19,6521613.97,6.08155,45.75206
"74004","80212","GRAND ANNECY","AL28","PI",65,"100",NULL," ",3.8,1,45,"2024-06-18","OUI","05",940834.65,6520250.24,6.09797,45.73932
"74004","64896","GRAND ANNECY","AL29","PI",65,"80",NULL," ",3.7,1,24,"2024-06-18","OUI","05",940843.02,6520116.3,6.09801,45.73811
"74004","64897","GRAND ANNECY","AL30","PI",100,"80",NULL," ",3.8,1,20,"2024-06-18","OUI","05",940851.75,6519968.12,6.09804,45.73678
"74004","79157","GRAND ANNECY","AL31","PI",100,"100",NULL," ",2.2,1,11,"2024-06-18","OUI","05",940903.54,6519954.03,6.0987,45.73663
"74004","88095","GRAND ANNECY","AL32","PI",100,"100",NULL," ",4.3,2.1,60,"2024-06-18","OUI","05",940614.44,6520812.11,6.09542,45.74445
"74010","65154","GRAND ANNECY","001","PI",100,"125","2017-06-29","AVENUE DE LA REPUBLIQUE",6.6,6.1,60,"2022-05-02","OUI","01",941179.1,6538875.6,6.11183,45.90679
"74010","65155","GRAND ANNECY","002","PI",100,"100",NULL,"AVENUE DE LA REPUBLIQUE",6.65,6.4,60,"2023-07-19","OUI","01",941059.76,6538904.8,6.11031,45.90709
"74010","65156","GRAND ANNECY","003","PI",100,"125","1971-01-01","AVENUE DE LA REPUBLIQUE",6.6,6.1,60,"2022-05-23","OUI","05",940939.26,6538929.98,6.10877,45.90736
"74010","65157","GRAND ANNECY","003BIS","PI",100,"100","1992-01-01","AVENUE DES HARMONIES",6.4,6,60,"2022-05-23","OUI","05",940699.47,6538861.02,6.10564,45.90683
"74010","63691","GRAND ANNECY","004","PI",100,"100","1990-01-01","AVENUE DE LA REPUBLIQUE",7,6.6,60,"2023-07-19","OUI","05",940826.78,6538930.1,6.10732,45.9074
"74010","65158","GRAND ANNECY","004BIS","PI",100,"100","1991-01-01","AVENUE DES HARMONIES",7.15,7,60,"2023-07-19","OUI","05",940815.09,6538777.5,6.10709,45.90603
"74010","80738","GRAND ANNECY","004TER","PI",100,"100","1991-01-01","RUE DE L ARLEQUIN",7,6.7,60,"2023-07-19","OUI","05",940885.77,6538843.24,6.10803,45.9066
"74010","6281602","GRAND ANNECY","005","PI",100,"125","2016-06-01","CHEMIN DES BERGES",6.6,6,60,"2022-05-17","OUI","01",940644.04,6538781.62,6.10488,45.90613
"74010","6281603","GRAND ANNECY","005BIS","PI",100,"125","2016-06-01","CHEMIN DES BERGES",6.6,5.7,60,"2022-05-17","OUI","01",940689.9,6538689.34,6.10543,45.90529
"74010","65159","GRAND ANNECY","006","PI",100,"125",NULL,"AVENUE DE LA REPUBLIQUE",7.3,7.1,60,"2023-07-19","OUI","01",940640.32,6538982.82,6.10494,45.90794
"74010","65160","GRAND ANNECY","007","PI",100,"125",NULL,"AVENUE DE LA REPUBLIQUE",7.6,7.2,60,"2022-05-17","OUI","01",940363.69,6538985.0,6.10137,45.90806
"74010","6281597","GRAND ANNECY","007BIS","PI",100,"125","2016-06-01","PROMENADE GEORGES MELIES",7.3,6.5,60,"2022-05-17","OUI","01",940483.52,6538946.32,6.1029,45.90767
"74010","6281598","GRAND ANNECY","007TER","PI",100,"125","2016-06-01","ALLEE DES PAPETIERS",7.2,6,60,"2022-05-17","OUI","01",940389.7,6538911.25,6.10167,45.90739
"74010","82812","GRAND ANNECY","008","PI",100,"100",NULL,"AVENUE DE LA REPUBLIQUE",8.3,8.1,60,"2023-07-19","OUI","05",940243.6,6538980.45,6.09982,45.90806
"74010","6281599","GRAND ANNECY","008BIS","PI",100,"125","2016-06-01","AVENUE DE LA REPUBLIQUE",7.8,7.3,60,"2023-07-19","OUI","01",940561.61,6538928.95,6.1039,45.90749
"74010","6281600","GRAND ANNECY","008QTER","PI",100,"125","2016-06-01","CHEMIN DES BERGES",7.5,7.2,60,"2023-07-19","OUI","01",940515.55,6538827.07,6.10325,45.90659
"74010","6281601","GRAND ANNECY","008TER","PI",100,"125","2016-06-01","CHEMIN DES BERGES",7.5,7.1,60,"2023-07-19","OUI","10",940563.91,6538823.25,6.10387,45.90654
"74010","80244","GRAND ANNECY","009","PI",100,NULL,NULL,"AVENUE DE LA REPUBLIQUE",8.2,7.7,60,"2022-05-24","OUI","05",940091.01,6539021.32,6.09788,45.90848
"74010","65161","GRAND ANNECY","010","PI",100,"100","1965-01-01","RUE DE LA PAPETERIE",7.8,7.4,60,"2023-07-20","OUI","05",940204.78,6538905.86,6.09929,45.90741
"74010","79299","GRAND ANNECY","011","PI",100,"100",NULL,"RUE BEAUSOLEIL",5.8,5.1,60,"2022-05-24","OUI","05",940105.07,6538756.87,6.09793,45.9061
"74010","65162","GRAND ANNECY","012","PI",100,"100","1986-01-01","RUE DU JOURDIL",6.5,5.9,60,"2023-07-20","OUI","05",939979.14,6538776.29,6.09631,45.90632
"74010","80739","GRAND ANNECY","013","PI",100,"100","1973-01-01","RUE DE LA LOUVATIERE",12.4,11.6,60,"2022-05-20","OUI","01",940071.25,6538579.76,6.0974,45.90452
"74010","65163","GRAND ANNECY","014","PI",100,"100","1981-01-01","RUE DES PERVENCHES",11.7,10.9,60,"2023-07-20","OUI","01",940119.82,6538420.3,6.09795,45.90307
"74010","65164","GRAND ANNECY","015","PI",100,"100","1975-01-01","RUE DE MILLEMOUX",10.9,10.4,60,"2022-05-10","OUI","05",940236.81,6538381.68,6.09943,45.90268
"74010","79300","GRAND ANNECY","016","PI",100,"100","1975-01-01","RUE DE MILLEMOUX",11.2,9.7,60,"2023-07-20","OUI","05",940330.75,6538473.17,6.10069,45.90347
"74010","65165","GRAND ANNECY","017","PI",100,"100","1977-01-01","RUE DE MILLEMOUX",10.8,10,60,"2022-05-10","OUI","05",940341.52,6538349.98,6.10077,45.90236
"74010","65166","GRAND ANNECY","018","PI",100,"100","1975-01-01","RUE DES PERVENCHES",10.8,8.3,60,"2023-07-20","OUI","01",940396.41,6538406.08,6.1015,45.90284
"74010","80740","GRAND ANNECY","019","PI",100,"100","1975-01-01","RUE DES PERVENCHES",10.8,10.6,60,"2020-12-14","OUI","01",940453.3,6538479.41,6.10227,45.90348
"74010","80245","GRAND ANNECY","020","PI",100,"100","1987-01-01","RUE DES ASTERS",9.9,9.1,60,"2023-07-20","OUI","05",940285.62,6538254.47,6.1,45.90152
"74010","79301","GRAND ANNECY","021","PI",100,NULL,"1990-01-01","RUE DES ASTERS",8.8,7.2,60,"2022-05-24","OUI","05",940326.86,6538168.77,6.10049,45.90073
"74010","65167","GRAND ANNECY","022","PI",100,"125","2006-01-01","RUE DES MYOSOTIS",10.4,9.7,60,"2023-07-20","OUI","05",940111.64,6538204.17,6.09773,45.90112
"74010","65168","GRAND ANNECY","023","PI",100,"125","1967-01-01","RUE DES MYOSOTIS",10.6,10.3,60,"2022-05-24","OUI","05",940110.43,6538316.5,6.09777,45.90214
"74010","80741","GRAND ANNECY","024","PI",100,"100","1975-01-01","AVENUE AUGUSTE RENOIR",12.2,11.6,60,"2023-07-20","OUI","05",939999.27,6538470.72,6.09642,45.90356
"74010","64491","GRAND ANNECY","025","PI",100,"100",NULL,"RUE DE LA PEROLLIERE",11.6,10.6,60,"2022-05-10","OUI","05",939990.46,6538329.23,6.09623,45.90229
"74010","64492","GRAND ANNECY","026","PI",100,"100","1981-01-01","RUE DE LA PEROLLIERE",12.05,10.9,60,"2023-07-20","OUI","05",939810.07,6538269.43,6.09388,45.90182
